1, -400.0, -400.0, 0.0, 
2, -372.8, -386.4, 0.0, 
3, -372.8, -381.8666666666666, 0.0, 
4, -400.0, -386.4, 0.0, 
5, -400.0, -389.12, 0.0, 
6, -345.6, -381.8666666666666, 0.01, 
7, -400.0, -384.45714285714286, 0.01, 
8, -400.0, -386.4, 0.01, 
9, -400.0, -387.9111111111111, 0.01, 
10, -400.0, -389.12, 0.01, 
11, -400.0, -390.10909090909087, 0.01, 
12, -372.8, -388.6666666666667, 0.01, 
13, -400.0, -389.53846153846155, 0.01, 
14, -372.8, -388.34285714285716, 0.01, 
15, -374.4, -387.4133333333333, 0.02, 
16, -400.0, -388.2, 0.02, 
17, -205.20000000000005, -377.43529411764706, 0.02, 
18, -400.0, -378.68888888888887, 0.02, 
19, -400.0, -379.81052631578945, 0.02, 
20, -400.0, -380.82, 0.02, 
21, -56.2000000000001, -365.3619047619047, 0.07, 
22, -400.0, -366.93636363636364, 0.07, 
23, -400.0, -368.3739130434782, 0.07, 
24, -373.6, -368.5916666666667, 0.07, 
25, -400.0, -369.848, 0.07, 
26, -288.79999999999995, -366.7307692307692, 0.08, 
27, -400.0, -367.962962962963, 0.08, 
28, -400.0, -369.10714285714283, 0.08, 
29, -400.0, -370.17241379310343, 0.08, 
30, -314.79999999999995, -368.32666666666665, 0.09, 
31, -346.4, -367.6193548387096, 0.09, 
32, -400.0, -368.63125, 0.09, 
33, -372.8, -368.75757575757575, 0.09, 
34, -400.0, -369.6764705882353, 0.09, 
35, -256.2000000000001, -366.43428571428575, 0.11, 
36, -291.2, -364.3444444444445, 0.11, 
37, -400.0, -365.3081081081082, 0.11, 
38, 730.0000000000014, -336.4842105263158, 0.17, 
39, -400.0, -338.1128205128205, 0.17, 
40, 333.6, -321.32, 0.2, 
41, -400.0, -323.2390243902439, 0.2, 
42, -400.0, -325.06666666666666, 0.2, 
43, -289.0, -324.2279069767442, 0.2, 
44, -400.0, -325.95, 0.2, 
45, -400.0, -327.59555555555556, 0.21, 
46, -246.80000000000007, -325.8391304347826, 0.22, 
47, -400.0, -327.41702127659573, 0.22, 
48, -400.0, -328.9291666666666, 0.22, 
49, -248.8, -327.2938775510204, 0.23, 
50, -400.0, -328.74799999999993, 0.23, 
51, -372.8, -328.20399999999995, 0.23, 
52, -372.8, -328.204, 0.23, 
53, -372.8, -328.20399999999995, 0.23, 
54, -330.4, -326.81199999999995, 0.24, 
55, -373.6, -326.284, 0.24, 
56, -400.0, -327.372, 0.24, 
57, -400.0, -327.37199999999996, 0.24, 
58, -306.0, -325.492, 0.25, 
59, -400.0, -325.49199999999996, 0.25, 
60, -400.0, -325.49199999999996, 0.25, 
61, -400.0, -325.49199999999996, 0.25, 
62, -313.2, -324.3, 0.26, 
63, -400.0, -324.3, 0.26, 
64, -330.4, -323.452, 0.26, 
65, -372.8, -323.41999999999996, 0.26, 
66, -400.0, -323.41999999999996, 0.27, 
67, -287.2, -325.06, 0.27, 
68, -400.0, -325.06, 0.27, 
69, -400.0, -325.06, 0.27, 
70, -292.59999999999997, -322.91200000000003, 0.28, 
71, -400.0, -329.788, 0.28, 
72, -372.8, -329.2439999999999, 0.29, 
73, -345.6, -328.1559999999999, 0.29, 
74, -372.8, -328.14, 0.29, 
75, -373.6, -327.6119999999999, 0.29, 
76, -372.8, -329.292, 0.3, 
77, -400.0, -329.292, 0.3, 
78, -47.40000000000009, -322.24, 0.31, 
79, -400.0, -322.23999999999995, 0.32, 
80, -400.0, -323.94399999999996, 0.32, 
81, -400.0, -325.01599999999996, 0.32, 
82, -330.4, -323.62399999999997, 0.32, 
83, -199.80000000000007, -320.164, 0.33, 
84, -334.2, -318.84799999999996, 0.34, 
85, -400.0, -321.724, 0.34, 
86, -400.0, -323.8999999999999, 0.34, 
87, -400.0, -323.9, 0.34, 
88, -330.8, -345.116, 0.35, 
89, -313.2, -343.38, 0.35, 
90, -346.4, -356.9800000000001, 0.36, 
91, -372.8, -356.436, 0.36, 
92, -400.0, -356.436, 0.36, 
93, -316.2, -356.9800000000001, 0.36, 
94, -400.0, -356.9800000000001, 0.36, 
95, -331.2, -355.60400000000004, 0.37, 
96, -208.0000000000001, -354.82800000000003, 0.39, 
97, -265.20000000000005, -352.13200000000006, 0.4, 
98, -400.0, -352.13200000000006, 0.4, 
99, -373.6, -354.62800000000004, 0.4, 
100, -372.8, -354.08399999999995, 0.41, 322.8000000000002
